                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    310,                0.88455,                0.47316,                 1.0254,                 0.9753,                0.95402,                0.98715,                0.74073,                0.88171,                 0.4745,                 1.0254,             0.00038262,             0.00038262,             0.00038262
                    311,                0.87451,                0.46926,                 1.0198,                0.97681,                0.95291,                0.98767,                0.74096,                0.88464,                0.47282,                  1.025,             0.00038062,             0.00038062,             0.00038062
                    312,                0.87386,                0.47046,                 1.0228,                0.97642,                0.95291,                0.98766,                0.74024,                0.88485,                0.47407,                 1.0246,             0.00037862,             0.00037862,             0.00037862
                    313,                0.88495,                0.47487,                 1.0244,                0.97718,                0.95014,                0.98807,                0.73727,                0.89944,                 0.4756,                 1.0266,             0.00037662,             0.00037662,             0.00037662
                    314,                0.88698,                0.47321,                 1.0247,                0.97665,                0.95023,                0.98793,                 0.7359,                0.89979,                0.47697,                 1.0274,             0.00037463,             0.00037463,             0.00037463
                    315,                0.87712,                0.47245,                 1.0183,                0.97551,                0.94874,                0.98712,                0.74002,                0.88383,                0.47687,                 1.0251,             0.00037263,             0.00037263,             0.00037263
                    316,                0.88722,                0.47411,                 1.0245,                0.97498,                0.95069,                 0.9873,                0.74166,                0.88349,                0.47656,                 1.0242,             0.00037063,             0.00037063,             0.00037063
                    317,                0.87682,                0.47009,                 1.0188,                0.97445,                 0.9518,                0.98753,                0.74083,                0.88274,                0.47542,                 1.0253,             0.00036863,             0.00036863,             0.00036863
                    318,                0.88347,                0.47258,                 1.0282,                0.97353,                0.95125,                0.98676,                0.74073,                0.88156,                0.47665,                  1.025,             0.00036663,             0.00036663,             0.00036663
                    319,                 0.8815,                0.46964,                 1.0262,                0.97176,                0.95337,                0.98651,                0.74102,                0.87868,                0.47627,                 1.0249,             0.00036464,             0.00036464,             0.00036464
                    320,                0.87551,                0.47055,                 1.0253,                 0.9718,                0.95402,                 0.9873,                0.74125,                0.88119,                0.47626,                 1.0252,             0.00036264,             0.00036264,             0.00036264
                    321,                0.88346,                0.46926,                 1.0237,                0.97504,                0.95207,                0.98767,                0.74047,                0.88682,                0.47496,                 1.0254,             0.00036064,             0.00036064,             0.00036064
                    322,                 0.8914,                0.47514,                 1.0268,                0.97469,                0.95125,                0.98767,                0.74272,                0.87695,                0.47462,                 1.0256,             0.00035864,             0.00035864,             0.00035864
                    323,                0.88981,                0.46914,                 1.0303,                0.97405,                0.94848,                 0.9872,                0.74118,                0.87812,                0.47748,                 1.0266,             0.00035664,             0.00035664,             0.00035664
                    324,                0.86441,                0.46115,                 1.0168,                0.97338,                0.95225,                0.98772,                0.74182,                0.87918,                0.47667,                 1.0251,             0.00035465,             0.00035465,             0.00035465
                    325,                0.87467,                  0.471,                 1.0202,                0.97449,                 0.9522,                0.98793,                0.73967,                0.88981,                0.47349,                 1.0265,             0.00035265,             0.00035265,             0.00035265
                    326,                0.88389,                0.47142,                 1.0244,                0.97558,                0.95177,                0.98774,                0.73983,                0.88442,                0.47109,                 1.0258,             0.00035065,             0.00035065,             0.00035065
                    327,                0.87562,                0.46853,                 1.0213,                0.97595,                 0.9518,                0.98773,                0.73983,                0.88646,                0.47228,                 1.0261,             0.00034865,             0.00034865,             0.00034865
                    328,                0.87462,                0.46627,                  1.016,                0.97258,                0.95125,                0.98742,                0.74253,                0.87836,                0.47337,                 1.0248,             0.00034665,             0.00034665,             0.00034665
                    329,                0.88025,                0.47156,                 1.0218,                0.97013,                0.95355,                0.98733,                0.74356,                0.87353,                0.47175,                 1.0233,             0.00034466,             0.00034466,             0.00034466
                    330,                0.88426,                0.47023,                 1.0253,                0.97118,                0.95209,                0.98637,                0.74224,                0.88227,                0.47194,                 1.0238,             0.00034266,             0.00034266,             0.00034266
                    331,                0.87777,                0.46934,                 1.0195,                0.97121,                0.95303,                0.98737,                0.74006,                0.88644,                 0.4722,                 1.0245,             0.00034066,             0.00034066,             0.00034066
                    332,                0.87154,                0.46639,                 1.0224,                0.97229,                0.95261,                0.98735,                0.74032,                0.88524,                0.47312,                 1.0239,             0.00033866,             0.00033866,             0.00033866
                    333,                0.86942,                0.46967,                  1.017,                0.97446,                0.95291,                0.98785,                0.74079,                0.88481,                0.47024,                 1.0237,             0.00033666,             0.00033666,             0.00033666
                    334,                0.87976,                0.46658,                 1.0194,                0.97395,                0.95269,                0.98758,                0.74259,                0.87838,                0.47201,                 1.0235,             0.00033467,             0.00033467,             0.00033467
                    335,                0.88891,                0.47139,                 1.0288,                0.97445,                 0.9507,                0.98765,                0.73981,                0.88238,                0.47341,                  1.024,             0.00033267,             0.00033267,             0.00033267
                    336,                 0.8758,                 0.4673,                 1.0225,                0.96845,                0.95218,                0.98698,                 0.7434,                0.87515,                0.47429,                 1.0242,             0.00033067,             0.00033067,             0.00033067
                    337,                0.87547,                0.46771,                 1.0224,                0.97317,                 0.9518,                0.98701,                0.74204,                0.87474,                0.47355,                 1.0238,             0.00032867,             0.00032867,             0.00032867
                    338,                0.87764,                0.46762,                 1.0173,                0.97197,                0.95512,                0.98756,                0.74215,                0.88539,                 0.4723,                 1.0254,             0.00032667,             0.00032667,             0.00032667
                    339,                  0.867,                0.46459,                 1.0197,                0.97512,                0.95554,                0.98808,                0.73598,                0.91316,                  0.475,                 1.0297,             0.00032468,             0.00032468,             0.00032468
                    340,                0.88033,                0.46811,                 1.0208,                0.97472,                0.95346,                0.98711,                0.73704,                0.90097,                0.47193,                 1.0269,             0.00032268,             0.00032268,             0.00032268
                    341,                0.87489,                 0.4641,                 1.0182,                0.97517,                0.95346,                0.98819,                0.74078,                0.89497,                0.47197,                 1.0261,             0.00032068,             0.00032068,             0.00032068
                    342,                0.87653,                0.46532,                   1.02,                0.97399,                0.95436,                0.98844,                0.73912,                0.89555,                0.47088,                  1.026,             0.00031868,             0.00031868,             0.00031868
                    343,                0.86832,                 0.4609,                 1.0168,                0.97264,                0.95402,                0.98801,                0.74112,                0.88786,                0.47131,                 1.0253,             0.00031668,             0.00031668,             0.00031668
                    344,                0.88524,                0.46864,                 1.0237,                0.97272,                0.95291,                0.98806,                0.74195,                0.88583,                0.47066,                 1.0259,             0.00031469,             0.00031469,             0.00031469
                    345,                0.88628,                0.47029,                 1.0278,                0.97491,                0.95346,                0.98792,                0.74148,                0.88327,                0.46831,                  1.025,             0.00031269,             0.00031269,             0.00031269
                    346,                0.88006,                0.46969,                 1.0254,                0.97562,                0.95327,                0.98853,                0.74127,                0.88614,                0.46935,                 1.0251,             0.00031069,             0.00031069,             0.00031069
                    347,                0.87517,                 0.4677,                 1.0196,                0.97476,                0.95014,                0.98799,                0.73863,                0.89251,                0.46974,                 1.0258,             0.00030869,             0.00030869,             0.00030869
                    348,                0.88102,                0.46693,                 1.0241,                 0.9723,                0.95402,                0.98794,                0.73811,                 0.8912,                0.46996,                 1.0252,             0.00030669,             0.00030669,             0.00030669
                    349,                0.87359,                0.46781,                 1.0213,                0.97509,                0.95413,                0.98815,                0.73809,                0.89643,                0.47112,                 1.0267,              0.0003047,              0.0003047,              0.0003047
                    350,                 0.8745,                 0.4634,                 1.0188,                0.97398,                0.95401,                0.98806,                0.74115,                0.88649,                0.47114,                 1.0249,              0.0003027,              0.0003027,              0.0003027
                    351,                0.86066,                0.46271,                 1.0178,                0.97396,                0.95302,                0.98768,                0.74055,                 0.8776,                0.47115,                 1.0239,              0.0003007,              0.0003007,              0.0003007
                    352,                0.87931,                0.47289,                 1.0262,                0.97209,                0.95402,                0.98706,                0.74286,                0.87471,                0.47034,                 1.0235,              0.0002987,              0.0002987,              0.0002987
                    353,                 0.8631,                0.46459,                 1.0186,                0.97179,                0.95414,                0.98723,                0.74207,                0.87618,                0.47064,                 1.0232,              0.0002967,              0.0002967,              0.0002967
                    354,                0.88023,                0.46543,                 1.0205,                0.97242,                0.95512,                0.98785,                0.73973,                0.88098,                0.47127,                 1.0232,             0.00029471,             0.00029471,             0.00029471
                    355,                0.87523,                0.46487,                 1.0236,                0.97158,                0.95512,                0.98768,                0.73933,                0.88847,                0.47291,                 1.0244,             0.00029271,             0.00029271,             0.00029271
                    356,                0.87305,                0.46461,                 1.0154,                0.97225,                0.95679,                0.98798,                0.73954,                0.88448,                0.47206,                 1.0239,             0.00029071,             0.00029071,             0.00029071
                    357,                0.87538,                0.46787,                 1.0215,                0.97203,                0.95568,                0.98766,                0.74085,                0.88158,                0.46933,                 1.0239,             0.00028871,             0.00028871,             0.00028871
                    358,                 0.8796,                0.46329,                 1.0205,                0.97241,                0.95402,                0.98749,                0.74192,                0.87865,                0.47022,                 1.0238,             0.00028671,             0.00028671,             0.00028671
                    359,                0.85963,                0.46036,                 1.0166,                0.97257,                0.95623,                0.98796,                0.74294,                0.87913,                0.46905,                 1.0235,             0.00028472,             0.00028472,             0.00028472
                    360,                0.87132,                0.46282,                 1.0151,                0.97398,                0.95388,                 0.9877,                0.74115,                0.88739,                0.46842,                 1.0244,             0.00028272,             0.00028272,             0.00028272
                    361,                0.86232,                0.46879,                 1.0149,                0.97522,                0.95346,                0.98794,                0.74292,                0.87841,                0.46904,                 1.0236,             0.00028072,             0.00028072,             0.00028072
                    362,                0.86039,                0.46024,                 1.0125,                0.97453,                0.95371,                0.98812,                0.74339,                0.87501,                0.46881,                 1.0226,             0.00027872,             0.00027872,             0.00027872
                    363,                0.86042,                0.45927,                 1.0131,                0.97563,                0.95373,                0.98836,                0.74079,                0.88313,                 0.4701,                 1.0241,             0.00027672,             0.00027672,             0.00027672
                    364,                0.87223,                0.46603,                 1.0164,                0.97562,                0.95349,                0.98833,                0.74092,                0.88347,                 0.4699,                 1.0247,             0.00027473,             0.00027473,             0.00027473
                    365,                0.87823,                0.46641,                 1.0237,                0.97587,                0.95402,                0.98849,                0.73915,                0.89389,                0.47215,                 1.0259,             0.00027273,             0.00027273,             0.00027273
                    366,                  0.867,                0.46023,                   1.02,                0.97345,                0.95488,                0.98826,                0.73905,                0.89065,                0.47198,                 1.0253,             0.00027073,             0.00027073,             0.00027073
                    367,                0.86837,                0.46177,                 1.0196,                0.97519,                0.95512,                0.98843,                0.73983,                0.88758,                0.47234,                 1.0247,             0.00026873,             0.00026873,             0.00026873
                    368,                0.86684,                0.45838,                 1.0144,                0.97467,                0.95568,                 0.9884,                0.74178,                0.88537,                  0.471,                 1.0246,             0.00026673,             0.00026673,             0.00026673
                    369,                0.86364,                0.46486,                 1.0158,                0.97624,                0.95611,                0.98851,                0.74099,                0.88933,                0.46945,                 1.0254,             0.00026474,             0.00026474,             0.00026474
                    370,                0.86814,                0.46231,                 1.0182,                0.97676,                0.95449,                0.98851,                0.73935,                0.89182,                0.46845,                  1.026,             0.00026274,             0.00026274,             0.00026274
                    371,                0.86024,                0.46087,                 1.0192,                0.97562,                0.95351,                0.98858,                0.73797,                0.89666,                0.46832,                 1.0259,             0.00026074,             0.00026074,             0.00026074
                    372,                0.86226,                0.45826,                 1.0129,                0.97669,                0.95157,                0.98858,                0.73916,                0.89363,                0.46826,                 1.0254,             0.00025874,             0.00025874,             0.00025874
                    373,                 0.8698,                0.46272,                 1.0185,                0.97559,                0.95291,                0.98837,                0.73923,                0.89111,                0.46832,                 1.0253,             0.00025674,             0.00025674,             0.00025674
                    374,                0.86752,                0.46129,                 1.0134,                0.97288,                0.95382,                0.98804,                0.74113,                0.88821,                0.46985,                 1.0253,             0.00025475,             0.00025475,             0.00025475
                    375,                0.86929,                0.46321,                 1.0157,                0.97398,                0.95381,                0.98803,                0.73969,                0.89168,                0.46945,                 1.0255,             0.00025275,             0.00025275,             0.00025275
                    376,                0.87486,                0.46249,                 1.0223,                0.97512,                0.95535,                0.98837,                0.73884,                0.89466,                0.47018,                 1.0267,             0.00025075,             0.00025075,             0.00025075
                    377,                0.86602,                0.46121,                 1.0133,                0.97487,                0.95568,                0.98874,                0.73739,                0.89607,                0.47044,                 1.0262,             0.00024875,             0.00024875,             0.00024875
                    378,                0.87535,                0.46259,                 1.0192,                0.97348,                0.95573,                0.98783,                0.74017,                0.88694,                0.46947,                 1.0248,             0.00024675,             0.00024675,             0.00024675
                    379,                0.87228,                0.46524,                 1.0195,                0.97296,                0.95734,                0.98822,                0.74151,                0.88335,                0.46912,                 1.0243,             0.00024476,             0.00024476,             0.00024476
                    380,                 0.8702,                0.46534,                 1.0201,                0.97345,                0.95461,                0.98783,                0.74041,                0.88329,                0.46925,                 1.0245,             0.00024276,             0.00024276,             0.00024276
                    381,                0.86709,                0.45866,                 1.0127,                0.97348,                0.95584,                 0.9882,                0.73872,                0.89174,                0.46915,                 1.0255,             0.00024076,             0.00024076,             0.00024076
                    382,                0.85955,                0.45903,                 1.0118,                0.97456,                0.95518,                0.98827,                0.73794,                 0.8962,                0.46835,                 1.0257,             0.00023876,             0.00023876,             0.00023876
                    383,                0.87336,                0.46826,                 1.0206,                0.97271,                0.95623,                0.98812,                0.73886,                0.89275,                 0.4682,                  1.025,             0.00023676,             0.00023676,             0.00023676
                    384,                0.86246,                0.45945,                 1.0148,                  0.976,                0.95512,                0.98804,                0.73981,                 0.8908,                0.46884,                 1.0246,             0.00023477,             0.00023477,             0.00023477
                    385,                0.87568,                0.46232,                 1.0224,                0.97457,                0.95549,                0.98765,                 0.7385,                0.89157,                0.46994,                 1.0246,             0.00023277,             0.00023277,             0.00023277
                    386,                0.86048,                0.45674,                  1.011,                0.97271,                0.95457,                0.98736,                0.73967,                0.88576,                0.46755,                 1.0236,             0.00023077,             0.00023077,             0.00023077
                    387,                0.87255,                0.46347,                 1.0183,                0.97237,                0.95554,                0.98693,                0.74009,                0.88191,                0.46899,                 1.0226,             0.00022877,             0.00022877,             0.00022877
                    388,                0.86613,                0.46179,                 1.0177,                0.97183,                0.95558,                0.98709,                0.74024,                0.88218,                0.46937,                 1.0226,             0.00022677,             0.00022677,             0.00022677
                    389,                0.87077,                0.46133,                 1.0166,                0.97294,                  0.956,                0.98693,                0.74282,                0.88356,                0.46864,                 1.0232,             0.00022478,             0.00022478,             0.00022478
                    390,                0.87342,                0.46169,                  1.018,                0.97342,                0.95367,                0.98689,                0.74053,                0.88692,                0.46826,                 1.0241,             0.00022278,             0.00022278,             0.00022278
                    391,                0.86571,                0.46207,                 1.0182,                0.97451,                0.95457,                0.98822,                0.73979,                0.89007,                0.46783,                 1.0249,             0.00022078,             0.00022078,             0.00022078
                    392,                0.85687,                0.45585,                 1.0133,                 0.9737,                0.95679,                0.98715,                0.73764,                 0.9029,                0.46809,                 1.0267,             0.00021878,             0.00021878,             0.00021878
                    393,                 0.8707,                0.46048,                 1.0171,                0.97634,                0.95402,                0.98719,                0.73859,                0.89865,                0.46735,                 1.0262,             0.00021678,             0.00021678,             0.00021678
                    394,                0.85609,                0.45674,                 1.0084,                0.97509,                0.95426,                0.98742,                0.74031,                0.89093,                0.46637,                 1.0246,             0.00021479,             0.00021479,             0.00021479
                    395,                0.86152,                0.45667,                 1.0131,                 0.9729,                 0.9546,                0.98721,                0.74042,                0.89426,                0.46716,                 1.0252,             0.00021279,             0.00021279,             0.00021279
                    396,                0.85607,                0.45415,                 1.0142,                0.97239,                0.95611,                0.98693,                0.73768,                0.90016,                0.46737,                  1.026,             0.00021079,             0.00021079,             0.00021079
                    397,                0.87299,                0.46106,                  1.016,                0.97287,                0.95402,                0.98686,                0.73731,                0.90085,                0.46832,                 1.0252,             0.00020879,             0.00020879,             0.00020879
                    398,                0.86554,                0.46257,                 1.0169,                0.97212,                0.95402,                0.98695,                0.73895,                0.89758,                0.46779,                 1.0247,             0.00020679,             0.00020679,             0.00020679
                    399,                0.86163,                0.46095,                 1.0165,                0.97229,                0.95262,                0.98743,                0.73955,                 0.8871,                0.46875,                 1.0238,              0.0002048,              0.0002048,              0.0002048
                    400,                0.85579,                0.45645,                 1.0103,                0.97286,                0.95327,                0.98715,                0.74141,                0.88011,                0.46762,                 1.0234,              0.0002028,              0.0002028,              0.0002028
                    401,                0.87474,                0.46264,                  1.022,                0.97433,                0.95235,                 0.9872,                0.74147,                0.87867,                0.46795,                 1.0234,              0.0002008,              0.0002008,              0.0002008
                    402,                0.87051,                0.45782,                 1.0174,                0.97411,                0.95291,                0.98716,                0.73873,                0.89077,                0.46888,                 1.0248,              0.0001988,              0.0001988,              0.0001988
                    403,                0.85766,                0.46136,                 1.0155,                0.97451,                0.95298,                0.98691,                0.73964,                0.88809,                 0.4688,                 1.0247,              0.0001968,              0.0001968,              0.0001968
                    404,                0.85562,                0.46199,                  1.012,                0.97471,                0.95457,                0.98702,                0.74176,                0.88014,                0.46774,                 1.0245,             0.00019481,             0.00019481,             0.00019481
                    405,                0.87234,                0.46117,                 1.0191,                0.97328,                0.95623,                0.98727,                0.74142,                0.88422,                0.46712,                 1.0252,             0.00019281,             0.00019281,             0.00019281
                    406,                0.86749,                0.45778,                 1.0159,                0.97236,                0.95488,                0.98713,                0.73905,                0.88824,                 0.4686,                 1.0258,             0.00019081,             0.00019081,             0.00019081
                    407,                0.85781,                0.45692,                 1.0129,                0.97237,                0.95521,                 0.9871,                0.73957,                0.88447,                0.46774,                 1.0248,             0.00018881,             0.00018881,             0.00018881
                    408,                0.86045,                0.45843,                 1.0195,                0.97125,                0.95734,                0.98665,                 0.7413,                0.88245,                0.46743,                 1.0244,             0.00018681,             0.00018681,             0.00018681
                    409,                0.86737,                0.46108,                  1.019,                0.96862,                0.95679,                0.98682,                0.74129,                0.88076,                0.46668,                 1.0249,             0.00018482,             0.00018482,             0.00018482
                    410,                0.85069,                0.45904,                 1.0117,                0.97186,                0.95666,                0.98683,                0.74076,                0.88449,                0.46727,                 1.0258,             0.00018282,             0.00018282,             0.00018282
                    411,                0.86146,                0.46226,                 1.0167,                0.97238,                0.95559,                0.98705,                0.74197,                  0.883,                0.46732,                  1.026,             0.00018082,             0.00018082,             0.00018082
                    412,                0.85934,                0.45917,                 1.0128,                0.97217,                0.95568,                0.98735,                0.74043,                0.88451,                0.46622,                 1.0259,             0.00017882,             0.00017882,             0.00017882
                    413,                0.85887,                0.45661,                 1.0182,                0.96917,                0.95775,                0.98744,                0.74052,                0.88498,                0.46613,                 1.0257,             0.00017682,             0.00017682,             0.00017682
                    414,                0.86226,                 0.4573,                 1.0149,                0.97241,                0.95672,                0.98765,                0.73913,                0.89039,                 0.4669,                 1.0256,             0.00017483,             0.00017483,             0.00017483
                    415,                0.87588,                0.45897,                 1.0238,                0.97242,                0.95512,                0.98755,                0.73817,                0.89264,                 0.4676,                 1.0263,             0.00017283,             0.00017283,             0.00017283
                    416,                0.86626,                0.45589,                 1.0191,                0.97095,                0.95512,                0.98755,                 0.7373,                 0.8988,                0.46875,                 1.0271,             0.00017083,             0.00017083,             0.00017083
                    417,                0.86774,                0.46338,                 1.0168,                 0.9718,                0.95477,                0.98785,                 0.7396,                0.89229,                0.46781,                  1.026,             0.00016883,             0.00016883,             0.00016883
                    418,                0.87277,                0.46067,                 1.0179,                0.97496,                0.95402,                0.98783,                0.73906,                0.89302,                0.46696,                 1.0267,             0.00016683,             0.00016683,             0.00016683
                    419,                0.86769,                0.45921,                 1.0214,                0.97521,                0.95512,                0.98742,                0.73837,                0.89574,                0.46755,                 1.0266,             0.00016484,             0.00016484,             0.00016484
                    420,                0.86567,                0.46012,                 1.0139,                0.97496,                0.95512,                0.98707,                 0.7398,                0.88744,                0.46691,                 1.0253,             0.00016284,             0.00016284,             0.00016284
                    421,                0.86496,                 0.4616,                 1.0195,                0.97458,                 0.9558,                0.98732,                0.73979,                0.88656,                0.46494,                 1.0246,             0.00016084,             0.00016084,             0.00016084
                    422,                 0.8601,                0.45369,                 1.0133,                0.97493,                0.95568,                0.98725,                0.74047,                0.88672,                0.46427,                 1.0248,             0.00015884,             0.00015884,             0.00015884
                    423,                0.85051,                0.45444,                 1.0104,                0.97481,                0.95568,                0.98738,                0.73886,                0.89003,                 0.4642,                 1.0253,             0.00015684,             0.00015684,             0.00015684
                    424,                0.86354,                0.45875,                 1.0153,                0.97567,                0.95544,                0.98728,                0.73833,                0.89444,                0.46462,                 1.0259,             0.00015485,             0.00015485,             0.00015485
                    425,                 0.8573,                0.45696,                 1.0061,                 0.9769,                0.95568,                0.98781,                0.73728,                0.90015,                0.46546,                 1.0265,             0.00015285,             0.00015285,             0.00015285
                    426,                0.86589,                0.45739,                 1.0185,                 0.9742,                0.95512,                0.98757,                0.73749,                0.89809,                0.46633,                 1.0264,             0.00015085,             0.00015085,             0.00015085
                    427,                0.86298,                0.46039,                 1.0131,                0.97674,                0.95377,                0.98718,                0.73985,                0.88835,                0.46539,                 1.0247,             0.00014885,             0.00014885,             0.00014885
                    428,                  0.861,                0.45565,                 1.0131,                0.97497,                0.95402,                0.98711,                 0.7424,                0.88143,                0.46602,                 1.0236,             0.00014685,             0.00014685,             0.00014685
                    429,                0.87567,                0.46152,                 1.0265,                 0.9751,                0.95454,                0.98705,                0.74023,                0.88773,                0.46574,                 1.0248,             0.00014486,             0.00014486,             0.00014486
                    430,                0.86215,                0.45825,                 1.0113,                0.97508,                0.95391,                0.98713,                0.73852,                0.89815,                0.46674,                 1.0267,             0.00014286,             0.00014286,             0.00014286
                    431,                0.86679,                0.46198,                 1.0165,                0.97342,                0.95352,                0.98714,                0.73848,                0.89807,                0.46697,                 1.0271,             0.00014086,             0.00014086,             0.00014086
                    432,                0.84611,                0.45358,                 1.0058,                0.97603,                0.95346,                0.98729,                 0.7395,                0.89755,                0.46557,                 1.0269,             0.00013886,             0.00013886,             0.00013886
                    433,                0.85972,                0.45574,                 1.0105,                  0.975,                0.95291,                0.98734,                0.73967,                0.89612,                0.46555,                 1.0263,             0.00013686,             0.00013686,             0.00013686
                    434,                 0.8601,                0.45746,                 1.0144,                0.97287,                 0.9535,                0.98745,                0.74094,                0.88631,                 0.4641,                  1.025,             0.00013487,             0.00013487,             0.00013487
                    435,                0.86462,                0.45582,                 1.0148,                0.97262,                0.95512,                0.98713,                0.74029,                0.88512,                0.46321,                 1.0245,             0.00013287,             0.00013287,             0.00013287
                    436,                0.86334,                0.46172,                 1.0163,                0.97291,                0.95501,                0.98729,                0.74152,                0.88197,                0.46248,                 1.0246,             0.00013087,             0.00013087,             0.00013087
                    437,                0.86184,                0.45909,                 1.0097,                0.97363,                0.95512,                0.98754,                0.73995,                0.88728,                0.46423,                 1.0251,             0.00012887,             0.00012887,             0.00012887
                    438,                0.85602,                0.45731,                  1.016,                 0.9729,                0.95482,                0.98731,                0.73943,                0.88862,                0.46394,                 1.0254,             0.00012687,             0.00012687,             0.00012687
                    439,                0.86386,                0.45614,                 1.0134,                0.97239,                 0.9561,                0.98736,                0.73954,                 0.8921,                0.46468,                 1.0258,             0.00012488,             0.00012488,             0.00012488
                    440,                 0.8553,                0.45672,                 1.0128,                0.97279,                0.95457,                0.98733,                0.74016,                0.89628,                0.46513,                 1.0264,             0.00012288,             0.00012288,             0.00012288
                    441,                0.86409,                0.45606,                 1.0149,                0.97453,                0.95388,                0.98717,                0.73885,                0.90154,                0.46543,                 1.0272,             0.00012088,             0.00012088,             0.00012088
                    442,                0.86137,                0.45978,                 1.0139,                0.97481,                0.95402,                0.98715,                 0.7384,                0.89718,                0.46521,                 1.0263,             0.00011888,             0.00011888,             0.00011888
                    443,                0.85978,                0.45387,                  1.008,                0.97237,                0.95521,                0.98691,                 0.7398,                0.89068,                0.46492,                 1.0256,             0.00011688,             0.00011688,             0.00011688
                    444,                0.86184,                0.45896,                 1.0122,                 0.9756,                0.95457,                0.98681,                0.74075,                 0.8841,                0.46386,                 1.0248,             0.00011489,             0.00011489,             0.00011489
                    445,                0.86221,                0.45661,                 1.0154,                0.97292,                0.95534,                0.98718,                 0.7426,                0.88049,                0.46361,                 1.0247,             0.00011289,             0.00011289,             0.00011289
                    446,                0.86163,                0.45585,                 1.0106,                0.97435,                0.95457,                0.98736,                0.73868,                 0.8894,                0.46371,                 1.0257,             0.00011089,             0.00011089,             0.00011089
                    447,                0.86368,                0.46203,                 1.0147,                0.97454,                0.95402,                0.98725,                0.74011,                0.88845,                0.46372,                 1.0254,             0.00010889,             0.00010889,             0.00010889
                    448,                0.84665,                0.45569,                 1.0048,                0.97539,                0.95512,                0.98742,                0.74013,                0.88708,                0.46316,                 1.0247,             0.00010689,             0.00010689,             0.00010689
                    449,                0.86191,                0.45881,                 1.0126,                0.97243,                0.95512,                0.98731,                0.74078,                0.89075,                0.46371,                 1.0257,              0.0001049,              0.0001049,              0.0001049
                    450,                0.86494,                0.45723,                 1.0146,                0.97455,                0.95465,                0.98718,                0.74034,                0.88952,                0.46454,                 1.0257,              0.0001029,              0.0001029,              0.0001029
                    451,                0.85928,                0.45266,                 1.0125,                0.97455,                 0.9545,                0.98705,                0.74162,                0.88717,                0.46455,                 1.0255,              0.0001009,              0.0001009,              0.0001009
                    452,                0.84624,                0.45365,                 1.0095,                0.97394,                0.95259,                0.98718,                0.74188,                0.88278,                0.46494,                  1.025,             9.8902e-05,             9.8902e-05,             9.8902e-05
                    453,                0.86143,                0.45435,                 1.0139,                0.97452,                0.95356,                0.98724,                0.74247,                0.88289,                0.46456,                 1.0247,             9.6904e-05,             9.6904e-05,             9.6904e-05
                    454,                0.85469,                0.45169,                 1.0126,                0.97396,                0.95336,                 0.9869,                0.74282,                 0.8817,                0.46463,                 1.0253,             9.4906e-05,             9.4906e-05,             9.4906e-05
                    455,                0.85276,                0.45191,                 1.0116,                0.97329,                0.95402,                0.98702,                0.74215,                0.88174,                0.46442,                  1.025,             9.2908e-05,             9.2908e-05,             9.2908e-05
                    456,                0.85345,                0.45583,                  1.011,                0.97641,                0.95346,                0.98732,                0.74117,                0.88477,                0.46473,                 1.0254,              9.091e-05,              9.091e-05,              9.091e-05
                    457,                 0.8552,                  0.457,                 1.0119,                0.97395,                0.95457,                0.98745,                0.73974,                0.89036,                0.46466,                 1.0256,             8.8912e-05,             8.8912e-05,             8.8912e-05
                    458,                0.84537,                0.45143,                 1.0036,                0.97719,                0.95346,                0.98751,                0.74045,                0.89135,                0.46519,                 1.0255,             8.6914e-05,             8.6914e-05,             8.6914e-05
                    459,                0.85973,                0.45809,                 1.0137,                0.97615,                 0.9523,                0.98743,                0.74148,                0.89062,                0.46443,                 1.0252,             8.4916e-05,             8.4916e-05,             8.4916e-05
                    460,                0.86512,                0.45948,                 1.0128,                0.97738,                0.95125,                0.98742,                0.74253,                0.88807,                0.46425,                 1.0249,             8.2918e-05,             8.2918e-05,             8.2918e-05
                    461,                0.86573,                 0.4577,                 1.0146,                0.97688,                 0.9518,                0.98745,                0.74074,                0.88925,                0.46379,                 1.0249,              8.092e-05,              8.092e-05,              8.092e-05
                    462,                0.85924,                0.46081,                 1.0144,                0.97616,                0.95283,                0.98756,                0.74049,                0.88647,                0.46365,                 1.0244,             7.8922e-05,             7.8922e-05,             7.8922e-05
                    463,                0.85607,                0.45286,                 1.0105,                0.97642,                0.95346,                0.98761,                 0.7409,                0.88857,                0.46311,                 1.0248,             7.6924e-05,             7.6924e-05,             7.6924e-05
                    464,                0.85274,                 0.4543,                 1.0118,                0.97562,                0.95346,                0.98749,                0.74273,                0.88934,                0.46245,                  1.025,             7.4926e-05,             7.4926e-05,             7.4926e-05
                    465,                0.85745,                0.45582,                 1.0149,                0.97395,                0.95292,                0.98736,                0.74026,                0.89168,                0.46312,                 1.0252,             7.2928e-05,             7.2928e-05,             7.2928e-05
                    466,                0.86477,                0.45615,                 1.0181,                0.97342,                0.95377,                0.98725,                0.74166,                0.88756,                0.46278,                 1.0251,              7.093e-05,              7.093e-05,              7.093e-05
