                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                0.94047,                0.51691,                 1.0543,                0.97121,                0.95346,                0.98739,                 0.7165,                0.96389,                0.51631,                 1.0388,              0.0006983,              0.0006983,              0.0006983
                    153,                0.93586,                 0.5188,                 1.0467,                0.97104,                 0.9518,                0.98736,                0.72505,                0.93498,                0.51449,                 1.0326,              0.0006963,              0.0006963,              0.0006963
                    154,                0.92322,                0.51743,                 1.0415,                0.97002,                0.95008,                0.98699,                0.72943,                 0.9098,                0.50964,                 1.0301,             0.00069431,             0.00069431,             0.00069431
                    155,                0.92386,                0.51112,                 1.0449,                0.97087,                0.95069,                0.98686,                0.72998,                0.91327,                 0.5135,                 1.0314,             0.00069231,             0.00069231,             0.00069231
                    156,                0.92496,                0.51847,                 1.0467,                0.96747,                0.94903,                0.98651,                0.73479,                0.89339,                 0.5143,                 1.0317,             0.00069031,             0.00069031,             0.00069031
                    157,                0.93177,                0.51925,                 1.0512,                0.96683,                0.95346,                 0.9863,                 0.7316,                0.89947,                0.51944,                  1.029,             0.00068831,             0.00068831,             0.00068831
                    158,                0.93423,                0.51843,                 1.0465,                0.97455,                0.94571,                0.98694,                0.73301,                0.89866,                0.51288,                 1.0283,             0.00068631,             0.00068631,             0.00068631
                    159,                0.93651,                0.51702,                 1.0482,                0.97477,                0.94681,                 0.9869,                0.73311,                0.90149,                0.50996,                 1.0294,             0.00068432,             0.00068432,             0.00068432
                    160,                0.93018,                0.51431,                 1.0483,                0.97076,                 0.9518,                0.98751,                0.73266,                0.90631,                0.51173,                 1.0292,             0.00068232,             0.00068232,             0.00068232
                    161,                0.92738,                0.51434,                 1.0469,                 0.9658,                0.95445,                0.98719,                0.72597,                0.93514,                0.51703,                 1.0331,             0.00068032,             0.00068032,             0.00068032
                    162,                0.92543,                0.51476,                 1.0441,                0.96908,                0.95014,                0.98636,                0.72748,                0.91614,                0.51439,                  1.029,             0.00067832,             0.00067832,             0.00067832
                    163,                0.93442,                0.51789,                 1.0492,                0.97349,                0.94903,                0.98699,                0.71978,                0.95906,                0.51823,                 1.0374,             0.00067632,             0.00067632,             0.00067632
                    164,                  0.941,                0.52003,                   1.05,                0.96898,                0.95198,                0.98715,                0.72626,                0.93293,                0.51234,                 1.0333,             0.00067433,             0.00067433,             0.00067433
                    165,                 0.9261,                0.51417,                 1.0458,                0.97008,                0.95215,                0.98783,                0.73179,                0.91175,                0.50772,                 1.0296,             0.00067233,             0.00067233,             0.00067233
                    166,                0.91762,                0.50832,                 1.0439,                0.97126,                0.95069,                0.98806,                0.73233,                0.91233,                0.50444,                 1.0287,             0.00067033,             0.00067033,             0.00067033
                    167,                0.92922,                0.51532,                 1.0498,                0.97441,                0.94923,                0.98696,                0.72841,                0.91889,                0.50633,                 1.0307,             0.00066833,             0.00066833,             0.00066833
                    168,                0.93194,                0.50777,                 1.0483,                0.97578,                0.95014,                0.98735,                 0.7252,                0.93579,                0.51073,                 1.0322,             0.00066633,             0.00066633,             0.00066633
                    169,                0.93241,                0.51383,                 1.0485,                0.97459,                0.95125,                0.98715,                0.72765,                0.92083,                0.51262,                 1.0295,             0.00066434,             0.00066434,             0.00066434
                    170,                0.93233,                0.51309,                 1.0494,                0.97223,                0.95036,                0.98664,                0.72946,                0.91362,                0.51446,                 1.0283,             0.00066234,             0.00066234,             0.00066234
                    171,                0.92352,                0.50885,                 1.0486,                0.97126,                0.94848,                0.98683,                0.73014,                0.90582,                0.51518,                 1.0278,             0.00066034,             0.00066034,             0.00066034
                    172,                0.94165,                 0.5128,                 1.0484,                0.96711,                0.94626,                0.98553,                0.73248,                0.89129,                0.51253,                 1.0299,             0.00065834,             0.00065834,             0.00065834
                    173,                 0.9388,                0.51938,                 1.0531,                0.97005,                0.95235,                0.98686,                0.72704,                0.91602,                0.51251,                 1.0305,             0.00065634,             0.00065634,             0.00065634
                    174,                0.93173,                0.50532,                 1.0417,                0.97116,                0.95131,                0.98729,                0.72343,                0.92988,                0.51689,                  1.031,             0.00065435,             0.00065435,             0.00065435
                    175,                0.92513,                0.50573,                 1.0397,                0.97062,                0.95168,                0.98733,                0.72665,                0.92428,                 0.5149,                 1.0293,             0.00065235,             0.00065235,             0.00065235
                    176,                0.91845,                0.50791,                 1.0427,                0.97113,                0.95044,                0.98738,                0.73587,                0.89396,                0.51079,                 1.0239,             0.00065035,             0.00065035,             0.00065035
                    177,                0.91827,                0.50896,                 1.0394,                0.97315,                0.94848,                0.98698,                0.73398,                0.90253,                0.51058,                 1.0257,             0.00064835,             0.00064835,             0.00064835
                    178,                0.92162,                0.50956,                 1.0414,                0.97004,                0.94737,                0.98638,                0.73581,                0.88984,                0.50941,                 1.0251,             0.00064635,             0.00064635,             0.00064635
                    179,                0.91818,                0.50889,                 1.0456,                0.96879,                0.94592,                0.98684,                0.73267,                 0.9029,                0.50933,                 1.0286,             0.00064436,             0.00064436,             0.00064436
                    180,                0.91767,                0.50443,                 1.0444,                0.96261,                0.95571,                0.98742,                0.72519,                0.93365,                 0.5094,                 1.0341,             0.00064236,             0.00064236,             0.00064236
                    181,                0.91916,                0.50469,                 1.0436,                0.96956,                0.94626,                 0.9869,                0.73793,                0.89116,                0.50422,                 1.0277,             0.00064036,             0.00064036,             0.00064036
                    182,                0.92901,                0.50653,                 1.0448,                0.96979,                0.94848,                0.98648,                0.73729,                0.89432,                0.50365,                 1.0266,             0.00063836,             0.00063836,             0.00063836
                    183,                0.92274,                0.50752,                 1.0417,                0.97395,                0.94903,                 0.9865,                0.72734,                 0.9282,                0.50624,                 1.0349,             0.00063636,             0.00063636,             0.00063636
                    184,                0.93131,                0.50954,                 1.0482,                0.97454,                0.94737,                0.98669,                0.73101,                0.90559,                0.50689,                 1.0299,             0.00063437,             0.00063437,             0.00063437
                    185,                0.92307,                0.51092,                 1.0453,                0.97549,                0.94802,                 0.9872,                0.73101,                0.90397,                 0.5051,                 1.0284,             0.00063237,             0.00063237,             0.00063237
                    186,                0.92353,                0.50275,                 1.0416,                0.97479,                0.94903,                0.98687,                0.72741,                0.91888,                0.50528,                 1.0313,             0.00063037,             0.00063037,             0.00063037
                    187,                0.92625,                0.50899,                 1.0411,                0.97127,                0.94848,                0.98688,                0.73567,                0.89224,                 0.5022,                 1.0268,             0.00062837,             0.00062837,             0.00062837
                    188,                0.91867,                0.50376,                 1.0436,                0.96883,                0.94715,                0.98611,                0.73512,                0.89346,                0.50346,                 1.0253,             0.00062637,             0.00062637,             0.00062637
                    189,                0.92681,                0.50738,                 1.0455,                0.96642,                0.94958,                0.98678,                0.73657,                0.89194,                0.50394,                 1.0269,             0.00062438,             0.00062438,             0.00062438
                    190,                0.92145,                0.50904,                 1.0386,                0.96765,                0.94737,                0.98674,                0.73488,                0.89667,                0.50323,                 1.0307,             0.00062238,             0.00062238,             0.00062238
                    191,                0.92739,                0.50813,                 1.0453,                0.96873,                0.94848,                0.98724,                0.73722,                0.89868,                0.50036,                 1.0271,             0.00062038,             0.00062038,             0.00062038
                    192,                0.91882,                0.50619,                 1.0434,                0.97276,                0.94848,                0.98655,                0.73361,                 0.9082,                0.50042,                 1.0276,             0.00061838,             0.00061838,             0.00061838
                    193,                0.92351,                0.50171,                 1.0452,                0.97115,                0.95124,                0.98674,                0.73033,                0.91726,                0.50602,                 1.0295,             0.00061638,             0.00061638,             0.00061638
                    194,                0.90734,                0.50154,                 1.0386,                0.97123,                0.94958,                0.98628,                0.73801,                0.88503,                0.50087,                 1.0268,             0.00061439,             0.00061439,             0.00061439
                    195,                0.92236,                0.50374,                 1.0434,                0.97218,                0.94875,                0.98694,                0.73671,                0.89643,                0.49929,                 1.0272,             0.00061239,             0.00061239,             0.00061239
                    196,                0.91476,                0.50147,                 1.0402,                0.97138,                0.94958,                0.98649,                0.73282,                 0.9118,                0.49974,                 1.0287,             0.00061039,             0.00061039,             0.00061039
                    197,                0.91589,                0.50046,                 1.0405,                0.96843,                0.95159,                0.98623,                0.73746,                0.88579,                0.50003,                 1.0264,             0.00060839,             0.00060839,             0.00060839
                    198,                0.92898,                0.50067,                 1.0429,                  0.969,                0.95236,                0.98675,                0.73837,                0.88497,                0.49945,                  1.026,             0.00060639,             0.00060639,             0.00060639
                    199,                0.91909,                0.50387,                 1.0422,                0.97233,                0.95384,                0.98753,                0.73539,                0.90212,                0.49975,                  1.028,              0.0006044,              0.0006044,              0.0006044
                    200,                0.92781,                0.51083,                 1.0458,                0.97389,                0.95057,                0.98689,                0.73656,                0.89174,                0.49705,                 1.0282,              0.0006024,              0.0006024,              0.0006024
                    201,                 0.9244,                0.49746,                 1.0419,                0.97336,                0.95124,                0.98705,                0.73867,                0.89111,                 0.4953,                 1.0261,              0.0006004,              0.0006004,              0.0006004
                    202,                0.92272,                0.50169,                  1.043,                0.96901,                0.95235,                0.98677,                0.73059,                0.91495,                0.49611,                 1.0307,              0.0005984,              0.0005984,              0.0005984
                    203,                0.91376,                0.49821,                 1.0422,                0.96947,                0.95012,                0.98678,                0.73406,                 0.9005,                0.49644,                 1.0282,              0.0005964,              0.0005964,              0.0005964
                    204,                0.91548,                0.49863,                  1.038,                0.97224,                0.95066,                 0.9871,                0.73216,                0.90749,                0.49832,                 1.0288,             0.00059441,             0.00059441,             0.00059441
                    205,                 0.9125,                0.49853,                 1.0372,                0.97003,                 0.9504,                0.98698,                0.73324,                  0.902,                0.49721,                 1.0274,             0.00059241,             0.00059241,             0.00059241
                    206,                0.90229,                0.49445,                 1.0297,                0.96912,                0.95625,                0.98735,                0.73317,                0.89743,                0.49584,                 1.0272,             0.00059041,             0.00059041,             0.00059041
                    207,                0.91371,                0.49983,                  1.039,                0.97201,                0.95346,                0.98771,                0.73238,                0.89603,                0.49673,                 1.0267,             0.00058841,             0.00058841,             0.00058841
                    208,                0.92249,                0.49933,                 1.0439,                0.97093,                0.95512,                0.98747,                 0.7347,                0.89479,                 0.4969,                 1.0258,             0.00058641,             0.00058641,             0.00058641
                    209,                0.90801,                 0.4993,                 1.0373,                0.96797,                 0.9542,                0.98697,                 0.7317,                0.90041,                0.49637,                 1.0257,             0.00058442,             0.00058442,             0.00058442
                    210,                0.90125,                0.49586,                 1.0352,                0.97077,                 0.9567,                0.98722,                0.73253,                0.90088,                0.49644,                 1.0265,             0.00058242,             0.00058242,             0.00058242
                    211,                0.90432,                0.49496,                  1.034,                0.97082,                0.95457,                0.98733,                0.73762,                0.88924,                0.49287,                 1.0268,             0.00058042,             0.00058042,             0.00058042
                    212,                0.90176,                0.49457,                 1.0351,                0.97325,                 0.9518,                0.98675,                0.73534,                0.89854,                0.49398,                 1.0296,             0.00057842,             0.00057842,             0.00057842
                    213,                0.91584,                0.49756,                 1.0428,                0.97245,                 0.9518,                0.98666,                0.73183,                 0.9118,                0.49605,                 1.0312,             0.00057642,             0.00057642,             0.00057642
                    214,                0.90393,                0.49021,                 1.0357,                0.97389,                0.95061,                0.98777,                0.73075,                0.91556,                0.49644,                 1.0324,             0.00057443,             0.00057443,             0.00057443
                    215,                0.92359,                0.50243,                 1.0442,                0.97495,                0.94861,                0.98764,                0.73484,                0.89146,                0.49641,                 1.0286,             0.00057243,             0.00057243,             0.00057243
                    216,                0.91242,                0.49199,                 1.0386,                0.97296,                0.94848,                0.98752,                0.73649,                0.89432,                0.49213,                 1.0283,             0.00057043,             0.00057043,             0.00057043
                    217,                  0.914,                0.49845,                 1.0401,                0.97133,                0.95069,                0.98753,                 0.7362,                0.89845,                0.49122,                  1.028,             0.00056843,             0.00056843,             0.00056843
                    218,                0.89303,                0.48573,                 1.0305,                0.97145,                0.95291,                0.98737,                0.73995,                 0.8854,                0.48796,                 1.0253,             0.00056643,             0.00056643,             0.00056643
                    219,                 0.9032,                0.49084,                 1.0362,                0.97044,                0.95291,                0.98732,                0.73742,                0.89469,                0.48901,                 1.0254,             0.00056444,             0.00056444,             0.00056444
                    220,                0.90081,                0.49364,                 1.0295,                0.97071,                0.95493,                0.98722,                0.73678,                0.89457,                0.48673,                 1.0254,             0.00056244,             0.00056244,             0.00056244
                    221,                0.91971,                0.49784,                 1.0413,                0.97176,                0.95291,                0.98723,                0.73198,                 0.9036,                0.49025,                 1.0277,             0.00056044,             0.00056044,             0.00056044
                    222,                0.90421,                0.48731,                 1.0286,                0.97215,                 0.9518,                0.98697,                0.73602,                0.89254,                0.49025,                 1.0268,             0.00055844,             0.00055844,             0.00055844
                    223,                0.89786,                 0.4893,                 1.0292,                0.97311,                0.95235,                0.98699,                 0.7354,                0.89854,                0.49035,                 1.0274,             0.00055644,             0.00055644,             0.00055644
                    224,                0.90511,                0.49268,                  1.031,                0.97424,                0.95235,                0.98694,                0.73921,                  0.892,                0.49024,                 1.0249,             0.00055445,             0.00055445,             0.00055445
                    225,                0.91008,                0.49339,                 1.0336,                 0.9723,                0.95287,                0.98713,                0.73494,                0.91209,                0.49261,                 1.0267,             0.00055245,             0.00055245,             0.00055245
                    226,                0.92172,                0.49984,                 1.0405,                0.97481,                0.95235,                0.98723,                0.73551,                 0.9087,                0.49019,                 1.0259,             0.00055045,             0.00055045,             0.00055045
                    227,                0.90768,                0.48837,                 1.0384,                0.96851,                0.95414,                0.98684,                0.73771,                0.89129,                0.49098,                 1.0257,             0.00054845,             0.00054845,             0.00054845
                    228,                0.89368,                0.48625,                 1.0321,                0.96905,                 0.9542,                0.98674,                0.73595,                0.89242,                0.49429,                  1.027,             0.00054645,             0.00054645,             0.00054645
                    229,                 0.9061,                 0.4865,                 1.0354,                0.96914,                0.95689,                0.98737,                0.73332,                0.90807,                0.49211,                 1.0291,             0.00054446,             0.00054446,             0.00054446
                    230,                0.89508,                0.48471,                 1.0311,                0.96817,                  0.959,                0.98724,                 0.7344,                0.90506,                0.49221,                 1.0277,             0.00054246,             0.00054246,             0.00054246
                    231,                0.91553,                 0.4878,                 1.0345,                0.96918,                0.95827,                0.98701,                 0.7325,                0.91582,                0.49185,                 1.0288,             0.00054046,             0.00054046,             0.00054046
                    232,                0.89858,                 0.4868,                 1.0314,                0.96966,                0.95604,                0.98694,                 0.7365,                0.89495,                0.48874,                 1.0271,             0.00053846,             0.00053846,             0.00053846
                    233,                0.89452,                0.48579,                 1.0291,                0.96837,                0.95568,                0.98702,                0.73713,                0.89758,                0.48581,                 1.0274,             0.00053646,             0.00053646,             0.00053646
                    234,                0.88957,                0.48097,                 1.0256,                 0.9707,                0.95235,                0.98692,                0.73029,                0.92382,                0.48921,                 1.0311,             0.00053447,             0.00053447,             0.00053447
                    235,                 0.8971,                0.48565,                 1.0304,                0.97064,                0.95228,                0.98657,                0.72906,                0.91971,                0.48833,                 1.0307,             0.00053247,             0.00053247,             0.00053247
                    236,                0.89977,                0.48357,                 1.0305,                0.97218,                0.94792,                0.98494,                0.73661,                0.89486,                0.48599,                 1.0276,             0.00053047,             0.00053047,             0.00053047
                    237,                0.91047,                0.49421,                 1.0333,                0.97424,                0.94958,                0.98689,                 0.7369,                 0.8967,                0.48942,                 1.0275,             0.00052847,             0.00052847,             0.00052847
                    238,                 0.9001,                0.48689,                 1.0351,                 0.9738,                0.94728,                0.98687,                0.73873,                 0.8919,                0.48963,                 1.0284,             0.00052647,             0.00052647,             0.00052647
                    239,                 0.9036,                0.48767,                 1.0356,                0.97464,                0.94958,                 0.9873,                0.73469,                0.89782,                0.48964,                 1.0295,             0.00052448,             0.00052448,             0.00052448
                    240,                 0.8962,                0.48956,                 1.0303,                0.97552,                0.94941,                0.98674,                0.73376,                0.90637,                 0.4865,                 1.0297,             0.00052248,             0.00052248,             0.00052248
                    241,                0.90186,                0.48865,                 1.0312,                 0.9703,                0.95235,                0.98718,                  0.733,                0.90881,                0.48799,                 1.0295,             0.00052048,             0.00052048,             0.00052048
                    242,                0.89045,                0.48483,                 1.0276,                0.96848,                0.95313,                0.98646,                0.73178,                 0.9087,                0.48844,                 1.0314,             0.00051848,             0.00051848,             0.00051848
                    243,                0.89505,                0.48256,                 1.0329,                0.96849,                0.95372,                0.98623,                0.73307,                0.89126,                0.48901,                  1.029,             0.00051648,             0.00051648,             0.00051648
                    244,                0.90353,                0.48512,                 1.0346,                0.97429,                 0.9518,                0.98653,                0.73712,                0.88466,                0.48814,                 1.0277,             0.00051449,             0.00051449,             0.00051449
                    245,                 0.9013,                0.48531,                 1.0349,                0.97504,                 0.9524,                  0.987,                0.73497,                0.90087,                0.48625,                 1.0295,             0.00051249,             0.00051249,             0.00051249
                    246,                0.90388,                 0.4883,                 1.0342,                0.97284,                0.94903,                0.98694,                0.73135,                0.91967,                0.48603,                 1.0308,             0.00051049,             0.00051049,             0.00051049
                    247,                0.90172,                0.48633,                 1.0319,                0.97379,                0.94685,                 0.9873,                0.73458,                0.90409,                0.48797,                 1.0294,             0.00050849,             0.00050849,             0.00050849
                    248,                0.89061,                0.48635,                 1.0286,                0.96897,                0.95151,                0.98538,                0.73642,                0.89455,                0.48817,                 1.0298,             0.00050649,             0.00050649,             0.00050649
                    249,                0.89833,                0.48786,                  1.033,                0.96725,                0.95346,                0.98659,                0.74044,                0.88096,                0.48665,                 1.0295,              0.0005045,              0.0005045,              0.0005045
                    250,                0.89315,                0.48545,                 1.0286,                0.96522,                0.95326,                0.98621,                0.73855,                0.88739,                0.48429,                 1.0289,              0.0005025,              0.0005025,              0.0005025
                    251,                0.89526,                0.48809,                 1.0299,                0.97023,                0.95706,                0.98724,                0.73609,                0.90038,                0.48327,                 1.0291,              0.0005005,              0.0005005,              0.0005005
                    252,                0.89418,                0.48185,                 1.0289,                 0.9729,                0.95452,                0.98712,                 0.7348,                 0.9087,                0.48609,                 1.0291,              0.0004985,              0.0004985,              0.0004985
                    253,                0.88669,                0.47984,                 1.0257,                0.97137,                0.95291,                0.98719,                0.73701,                0.89681,                0.48684,                 1.0274,              0.0004965,              0.0004965,              0.0004965
                    254,                0.89738,                0.48171,                 1.0292,                0.97312,                0.95014,                0.98705,                0.73617,                0.90367,                0.48695,                 1.0281,             0.00049451,             0.00049451,             0.00049451
                    255,                0.90012,                0.48219,                 1.0353,                0.96922,                0.95346,                0.98743,                0.73136,                0.92017,                0.48881,                 1.0293,             0.00049251,             0.00049251,             0.00049251
                    256,                0.90495,                0.48237,                 1.0319,                0.97166,                 0.9518,                 0.9874,                0.73627,                0.89952,                0.48568,                 1.0262,             0.00049051,             0.00049051,             0.00049051
                    257,                0.88801,                0.48191,                 1.0284,                0.97187,                0.95235,                0.98752,                0.73641,                0.90267,                0.48343,                 1.0262,             0.00048851,             0.00048851,             0.00048851
                    258,                0.89222,                0.48216,                 1.0307,                 0.9675,                0.95648,                0.98784,                0.73753,                0.89744,                0.48528,                 1.0264,             0.00048651,             0.00048651,             0.00048651
                    259,                0.89511,                0.47878,                 1.0275,                0.97396,                0.94848,                 0.9876,                 0.7372,                0.89413,                0.48706,                 1.0273,             0.00048452,             0.00048452,             0.00048452
                    260,                0.89226,                0.48265,                 1.0295,                0.96954,                0.95234,                0.98665,                0.73974,                0.88049,                0.48541,                 1.0251,             0.00048252,             0.00048252,             0.00048252
                    261,                0.88606,                0.47751,                 1.0248,                0.96697,                0.95685,                0.98713,                   0.74,                0.89063,                0.48352,                 1.0254,             0.00048052,             0.00048052,             0.00048052
                    262,                0.89556,                0.47601,                 1.0258,                0.96936,                0.95512,                 0.9871,                0.74095,                0.88758,                0.48205,                 1.0248,             0.00047852,             0.00047852,             0.00047852
                    263,                0.90463,                0.48539,                 1.0367,                 0.9717,                 0.9518,                0.98685,                0.73859,                0.89209,                0.48549,                 1.0257,             0.00047652,             0.00047652,             0.00047652
                    264,                0.90178,                0.48399,                  1.032,                0.97077,                0.95125,                 0.9863,                 0.7378,                0.89051,                0.48548,                 1.0257,             0.00047453,             0.00047453,             0.00047453
                    265,                0.88992,                0.48027,                 1.0288,                0.97226,                0.95235,                0.98714,                0.73185,                0.91974,                0.48564,                 1.0305,             0.00047253,             0.00047253,             0.00047253
                    266,                0.89958,                0.48027,                 1.0287,                0.97008,                0.95202,                0.98709,                0.73709,                0.89213,                0.48173,                 1.0261,             0.00047053,             0.00047053,             0.00047053
                    267,                0.89366,                0.48075,                 1.0299,                0.97172,                0.95165,                0.98646,                0.73782,                0.88491,                0.48137,                 1.0246,             0.00046853,             0.00046853,             0.00046853
                    268,                0.89634,                  0.482,                 1.0333,                 0.9679,                0.95402,                0.98612,                0.73914,                0.87758,                0.48209,                 1.0234,             0.00046653,             0.00046653,             0.00046653
                    269,                0.89931,                0.48131,                 1.0287,                0.97011,                0.95294,                 0.9861,                0.74043,                0.87748,                0.48204,                 1.0238,             0.00046454,             0.00046454,             0.00046454
                    270,                0.90048,                0.48178,                 1.0335,                0.96964,                 0.9555,                0.98713,                 0.7334,                0.90629,                0.48412,                 1.0259,             0.00046254,             0.00046254,             0.00046254
                    271,                0.88135,                0.47948,                 1.0246,                0.96639,                0.95587,                0.98663,                 0.7341,                0.90445,                0.48446,                 1.0257,             0.00046054,             0.00046054,             0.00046054
                    272,                0.90016,                0.48148,                 1.0306,                0.96796,                0.95411,                0.98699,                 0.7352,                0.88825,                0.48394,                 1.0242,             0.00045854,             0.00045854,             0.00045854
                    273,                0.89974,                0.48325,                 1.0283,                0.96867,                0.95235,                0.98715,                 0.7359,                0.88138,                0.48345,                 1.0251,             0.00045654,             0.00045654,             0.00045654
                    274,                0.89141,                0.47597,                 1.0276,                0.97433,                0.94637,                0.98718,                0.73698,                0.88381,                0.48416,                  1.025,             0.00045455,             0.00045455,             0.00045455
                    275,                0.89037,                0.47966,                  1.026,                0.96801,                0.95542,                0.98746,                0.73963,                0.88047,                0.48114,                 1.0236,             0.00045255,             0.00045255,             0.00045255
                    276,                0.89454,                0.48284,                 1.0265,                0.97165,                0.95457,                0.98764,                0.73821,                0.88588,                0.47919,                 1.0223,             0.00045055,             0.00045055,             0.00045055
                    277,                0.89765,                0.47821,                 1.0329,                0.96849,                0.95366,                0.98725,                0.73768,                0.88846,                0.47928,                  1.023,             0.00044855,             0.00044855,             0.00044855
                    278,                 0.8985,                0.48291,                 1.0318,                0.96921,                0.95402,                0.98693,                0.73688,                0.88693,                0.48102,                 1.0247,             0.00044655,             0.00044655,             0.00044655
                    279,                0.89835,                0.48526,                 1.0359,                0.97287,                0.95367,                0.98755,                0.73638,                0.89179,                0.48146,                 1.0262,             0.00044456,             0.00044456,             0.00044456
                    280,                0.88687,                0.47769,                 1.0316,                0.97063,                0.95203,                 0.9872,                  0.741,                0.87727,                0.48035,                 1.0246,             0.00044256,             0.00044256,             0.00044256
                    281,                0.89573,                 0.4788,                 1.0325,                0.97112,                0.95017,                0.98781,                0.73948,                 0.8832,                0.48064,                  1.023,             0.00044056,             0.00044056,             0.00044056
                    282,                0.89019,                0.47675,                 1.0282,                0.97474,                0.94848,                0.98755,                0.74053,                0.88395,                0.47918,                  1.022,             0.00043856,             0.00043856,             0.00043856
                    283,                0.89394,                0.48018,                 1.0291,                0.97378,                0.94649,                0.98783,                0.74087,                0.88235,                0.47878,                 1.0216,             0.00043656,             0.00043656,             0.00043656
                    284,                0.89557,                0.47978,                 1.0284,                0.97553,                0.94971,                0.98769,                0.74022,                0.89557,                0.47886,                 1.0233,             0.00043457,             0.00043457,             0.00043457
                    285,                0.88503,                0.47819,                 1.0273,                0.97607,                0.94918,                0.98745,                0.73974,                0.89701,                0.48056,                 1.0242,             0.00043257,             0.00043257,             0.00043257
                    286,                0.89482,                0.47828,                 1.0308,                0.97557,                0.95114,                0.98808,                0.73776,                0.90188,                0.48012,                 1.0255,             0.00043057,             0.00043057,             0.00043057
                    287,                0.88637,                0.47896,                 1.0292,                0.97257,                0.95014,                0.98691,                0.73991,                0.89045,                0.48018,                 1.0252,             0.00042857,             0.00042857,             0.00042857
                    288,                0.89128,                0.48053,                 1.0253,                0.97445,                 0.9509,                0.98719,                0.73892,                0.89574,                0.48172,                 1.0264,             0.00042657,             0.00042657,             0.00042657
                    289,                0.88212,                 0.4759,                 1.0186,                0.97388,                0.95034,                0.98694,                0.73905,                0.89256,                0.48022,                 1.0264,             0.00042458,             0.00042458,             0.00042458
                    290,                0.88655,                0.47297,                 1.0202,                0.97153,                0.95069,                0.98675,                 0.7375,                 0.8997,                0.48078,                 1.0271,             0.00042258,             0.00042258,             0.00042258
                    291,                0.88345,                0.47457,                 1.0244,                0.97223,                 0.9518,                0.98715,                0.73741,                0.89574,                0.47912,                 1.0255,             0.00042058,             0.00042058,             0.00042058
                    292,                0.88327,                0.47432,                 1.0261,                0.97172,                0.95195,                 0.9875,                0.73905,                0.89032,                0.48024,                 1.0259,             0.00041858,             0.00041858,             0.00041858
                    293,                 0.8927,                0.48665,                 1.0284,                0.97224,                0.95059,                0.98755,                0.73913,                0.89014,                0.47864,                 1.0266,             0.00041658,             0.00041658,             0.00041658
                    294,                0.88033,                0.47501,                 1.0212,                0.97127,                0.94958,                0.98712,                0.73965,                0.88519,                0.48056,                 1.0262,             0.00041459,             0.00041459,             0.00041459
                    295,                0.88649,                0.47586,                 1.0257,                0.97415,                0.94681,                0.98693,                0.74157,                0.87877,                0.48008,                 1.0253,             0.00041259,             0.00041259,             0.00041259
                    296,                0.88446,                0.47523,                 1.0237,                0.97217,                0.94817,                0.98652,                0.73844,                0.89025,                0.47865,                  1.025,             0.00041059,             0.00041059,             0.00041059
                    297,                0.87816,                0.47257,                 1.0195,                0.97712,                0.94737,                0.98714,                  0.735,                0.90293,                0.47966,                  1.027,             0.00040859,             0.00040859,             0.00040859
                    298,                0.88098,                0.47489,                 1.0242,                0.97329,                0.94792,                0.98685,                0.73033,                0.92124,                0.48156,                 1.0295,             0.00040659,             0.00040659,             0.00040659
                    299,                 0.8872,                0.47629,                 1.0253,                 0.9697,                0.94958,                0.98725,                0.73341,                0.90913,                 0.4797,                 1.0284,              0.0004046,              0.0004046,              0.0004046
                    300,                0.88753,                0.47462,                  1.023,                0.97551,                0.95014,                0.98727,                0.73702,                0.89732,                 0.4787,                 1.0252,              0.0004026,              0.0004026,              0.0004026
                    301,                0.89194,                0.47923,                 1.0272,                0.97446,                 0.9512,                0.98797,                0.73481,                0.90524,                0.47953,                 1.0268,              0.0004006,              0.0004006,              0.0004006
                    302,                0.89078,                0.47926,                  1.031,                0.97284,                0.95242,                0.98769,                0.73225,                0.91531,                0.47941,                 1.0288,              0.0003986,              0.0003986,              0.0003986
                    303,                0.88937,                0.47313,                 1.0304,                0.97298,                0.95346,                 0.9875,                0.73328,                0.91204,                0.47805,                 1.0286,              0.0003966,              0.0003966,              0.0003966
                    304,                0.89028,                0.47987,                 1.0274,                0.97069,                0.95394,                0.98653,                0.73896,                0.88572,                0.47698,                  1.025,             0.00039461,             0.00039461,             0.00039461
                    305,                0.88158,                0.47756,                 1.0252,                0.96993,                0.95512,                0.98696,                0.74094,                0.88101,                0.47708,                 1.0243,             0.00039261,             0.00039261,             0.00039261
                    306,                0.89349,                0.47632,                 1.0306,                 0.9736,                 0.9518,                  0.987,                0.73807,                0.89158,                0.47843,                 1.0246,             0.00039061,             0.00039061,             0.00039061
                    307,                0.88294,                0.47288,                 1.0248,                0.97614,                0.95196,                0.98789,                0.73665,                0.90186,                0.47784,                 1.0256,             0.00038861,             0.00038861,             0.00038861
                    308,                0.89286,                0.47355,                 1.0286,                0.97666,                0.95125,                0.98747,                0.74068,                0.88491,                0.47529,                 1.0234,             0.00038661,             0.00038661,             0.00038661
                    309,                0.88466,                0.47259,                 1.0255,                0.97505,                0.95457,                0.98759,                0.74205,                0.87858,                0.47489,                 1.0239,             0.00038462,             0.00038462,             0.00038462
